"Time","hestia/local/temperature.mean"
2023-06-11 23:20:00,81 °F
2023-06-12 01:15:00,82 °F
2023-06-12 01:20:00,81 °F
2023-06-12 01:25:00,81.7 °F
2023-06-12 01:30:00,81.5 °F
2023-06-12 07:40:00,81.5 °F
2023-06-12 07:45:00,81 °F
2023-06-12 08:00:00,82 °F
2023-06-12 08:10:00,81.5 °F
2023-06-12 08:15:00,81 °F
2023-06-12 08:20:00,82 °F
2023-06-12 08:25:00,81 °F
2023-06-12 08:50:00,81.7 °F
2023-06-12 08:55:00,81.5 °F
2023-06-12 09:10:00,81.3 °F
2023-06-12 09:20:00,82 °F
2023-06-12 09:25:00,81.5 °F
2023-06-12 09:30:00,81.5 °F
2023-06-12 09:45:00,81.5 °F
2023-06-12 09:50:00,81.5 °F
2023-06-12 09:55:00,81.5 °F
2023-06-12 10:05:00,81 °F
2023-06-12 10:15:00,79.5 °F
2023-06-12 10:30:00,78.5 °F
2023-06-12 10:35:00,80 °F
2023-06-12 10:50:00,80.5 °F
2023-06-12 10:55:00,79 °F
2023-06-12 11:05:00,78 °F
2023-06-12 11:10:00,79 °F
2023-06-12 11:15:00,80 °F
2023-06-12 11:25:00,81 °F
2023-06-12 11:30:00,80 °F
2023-06-12 11:35:00,79 °F
2023-06-12 11:40:00,78.5 °F
2023-06-12 11:45:00,80 °F
2023-06-12 12:00:00,80.5 °F
2023-06-12 12:05:00,79 °F
2023-06-12 12:20:00,78 °F
2023-06-12 12:25:00,79 °F
2023-06-12 12:30:00,80 °F
2023-06-12 12:45:00,80.5 °F
2023-06-12 12:50:00,79 °F
2023-06-12 13:05:00,78.5 °F
2023-06-12 13:10:00,80 °F
2023-06-12 13:15:00,79.3 °F
2023-06-12 13:30:00,78.5 °F
2023-06-12 13:35:00,80 °F
2023-06-12 14:05:00,79 °F
2023-06-12 14:15:00,78.5 °F
2023-06-12 14:20:00,80 °F
2023-06-12 14:45:00,80.5 °F
2023-06-12 14:55:00,79 °F
2023-06-12 15:20:00,78.5 °F
2023-06-12 15:30:00,80 °F
2023-06-12 15:50:00,80.5 °F
2023-06-12 16:00:00,79 °F
2023-06-12 16:20:00,78.5 °F
2023-06-12 16:25:00,80 °F
2023-06-12 16:40:00,81 °F
2023-06-12 16:45:00,80 °F
2023-06-12 16:55:00,79 °F
2023-06-12 17:25:00,78.5 °F
2023-06-12 17:30:00,80 °F
2023-06-12 18:00:00,80.5 °F
2023-06-12 18:10:00,79 °F
2023-06-12 18:25:00,78 °F
2023-06-12 18:30:00,79 °F
2023-06-12 18:35:00,80 °F
2023-06-12 18:50:00,79 °F
2023-06-12 19:05:00,78.5 °F
2023-06-12 19:10:00,80 °F
2023-06-12 19:35:00,80.5 °F
2023-06-12 19:40:00,80.6 °F
2023-06-12 21:20:00,81.7 °F
2023-06-13 07:15:00,81 °F
2023-06-13 07:20:00,80 °F
2023-06-13 07:30:00,81 °F
2023-06-13 08:10:00,82 °F
2023-06-13 08:15:00,81 °F
2023-06-13 08:30:00,80 °F
2023-06-13 08:35:00,79 °F
2023-06-13 08:50:00,78.5 °F
2023-06-13 09:00:00,80 °F
2023-06-13 09:15:00,80.5 °F
2023-06-13 09:20:00,79 °F
2023-06-13 09:25:00,78.5 °F
2023-06-13 09:30:00,78.5 °F
2023-06-13 09:35:00,80 °F
2023-06-13 10:00:00,80.5 °F
2023-06-13 10:05:00,79 °F
2023-06-13 10:15:00,78.5 °F
2023-06-13 10:25:00,80 °F
2023-06-13 10:55:00,80.5 °F
2023-06-13 11:00:00,79 °F
2023-06-13 11:10:00,78.5 °F
2023-06-13 11:20:00,80 °F
2023-06-13 11:40:00,80.5 °F
2023-06-13 11:45:00,79 °F
2023-06-13 12:05:00,78 °F
2023-06-13 12:10:00,79 °F
2023-06-13 12:15:00,80 °F
2023-06-13 12:35:00,80.5 °F
2023-06-13 12:45:00,79 °F
2023-06-13 13:00:00,78 °F
2023-06-13 13:05:00,79 °F
2023-06-13 13:10:00,80 °F
2023-06-13 13:35:00,80.5 °F
2023-06-13 13:40:00,79 °F
2023-06-13 14:00:00,78 °F
2023-06-13 14:05:00,79 °F
2023-06-13 14:10:00,80 °F
2023-06-13 14:40:00,80.5 °F
2023-06-13 14:50:00,79 °F
2023-06-13 15:25:00,78 °F
2023-06-13 15:30:00,79 °F
2023-06-13 15:35:00,80 °F
2023-06-13 16:05:00,80.5 °F
2023-06-13 16:15:00,79 °F
2023-06-13 16:50:00,78 °F
2023-06-13 16:55:00,78.7 °F
2023-06-13 17:00:00,80 °F
2023-06-13 17:30:00,80.5 °F
2023-06-13 17:40:00,79 °F
2023-06-13 18:20:00,78 °F
2023-06-13 18:25:00,78.7 °F
2023-06-13 18:30:00,80 °F
2023-06-13 19:00:00,79 °F
2023-06-13 19:20:00,78.5 °F
2023-06-13 19:30:00,80 °F
2023-06-13 19:55:00,80.5 °F
2023-06-13 20:05:00,79 °F
2023-06-13 20:15:00,78.5 °F
2023-06-13 20:25:00,80 °F
2023-06-13 20:55:00,81 °F
2023-06-13 22:10:00,81.7 °F
2023-06-14 10:20:00,82.5 °F
2023-06-14 10:30:00,81 °F
2023-06-14 10:45:00,80 °F
2023-06-14 10:50:00,80.7 °F
2023-06-14 11:05:00,82 °F
2023-06-14 11:30:00,81 °F
2023-06-14 11:50:00,80 °F
2023-06-14 12:35:00,79.5 °F
2023-06-14 12:40:00,79.5 °F
2023-06-14 12:55:00,81 °F
2023-06-14 13:05:00,80 °F
2023-06-14 13:35:00,79 °F
2023-06-14 14:15:00,80 °F
2023-06-14 14:50:00,80.7 °F
2023-06-14 14:55:00,80 °F
2023-06-14 15:30:00,79 °F
2023-06-14 17:20:00,80 °F
2023-06-14 18:10:00,79 °F
2023-06-14 18:15:00,80 °F
2023-06-14 18:40:00,77.1 °F
2023-06-14 18:45:00,80 °F
2023-06-14 18:55:00,79 °F
2023-06-14 19:20:00,78 °F
2023-06-14 19:25:00,79 °F
2023-06-14 19:30:00,80 °F
2023-06-14 20:15:00,81 °F
2023-06-14 21:50:00,81.5 °F
2023-06-14 21:55:00,81.7 °F
2023-06-14 22:00:00,81 °F
2023-06-14 22:05:00,81.6 °F
2023-06-14 22:15:00,81.5 °F
2023-06-14 22:20:00,81.5 °F
2023-06-15 02:15:00,82.5 °F
2023-06-15 02:20:00,82.5 °F
2023-06-15 02:25:00,81 °F
2023-06-15 02:35:00,80 °F
2023-06-15 02:40:00,81 °F
2023-06-15 02:50:00,82 °F
2023-06-15 09:30:00,81 °F
2023-06-15 09:35:00,80.3 °F
2023-06-15 10:10:00,79 °F
2023-06-15 10:50:00,78.5 °F
2023-06-15 11:00:00,80 °F
2023-06-15 11:35:00,80.5 °F
2023-06-15 11:45:00,79 °F
2023-06-15 12:35:00,78.5 °F
2023-06-15 12:40:00,80 °F
2023-06-15 13:15:00,80.5 °F
2023-06-15 13:20:00,79 °F
2023-06-15 13:25:00,79.5 °F
2023-06-15 13:50:00,78 °F
2023-06-15 13:55:00,79 °F
2023-06-15 14:00:00,80 °F
2023-06-15 14:25:00,80.5 °F
2023-06-15 14:35:00,79 °F
2023-06-15 14:55:00,80 °F
2023-06-15 15:10:00,81 °F
2023-06-15 16:15:00,81.5 °F
2023-06-15 16:30:00,80 °F
2023-06-15 17:10:00,79.5 °F
2023-06-15 17:20:00,81 °F
2023-06-15 17:55:00,82 °F
2023-06-15 19:35:00,82.5 °F
2023-06-15 19:45:00,81 °F
2023-06-15 19:50:00,80.5 °F
2023-06-15 20:00:00,82 °F
2023-06-15 20:40:00,82.5 °F
2023-06-15 20:45:00,81 °F
2023-06-15 20:55:00,80.5 °F
2023-06-15 21:05:00,82 °F
2023-06-15 21:40:00,82.5 °F
2023-06-15 21:45:00,81 °F
2023-06-15 21:55:00,80.5 °F
2023-06-15 22:05:00,82 °F
2023-06-15 23:00:00,82.5 °F
2023-06-15 23:05:00,81 °F
2023-06-15 23:15:00,80.5 °F
2023-06-15 23:25:00,82 °F
2023-06-16 01:35:00,82.5 °F
2023-06-16 01:40:00,81 °F
2023-06-16 01:45:00,80 °F
2023-06-16 01:50:00,81 °F
2023-06-16 01:55:00,82 °F
2023-06-16 05:15:00,82.5 °F
2023-06-16 05:20:00,81 °F
2023-06-16 05:25:00,80 °F
2023-06-16 05:30:00,81 °F
2023-06-16 05:40:00,82 °F
2023-06-16 07:30:00,82.5 °F
2023-06-16 07:35:00,81 °F
2023-06-16 07:40:00,80 °F
2023-06-16 07:45:00,81 °F
2023-06-16 07:50:00,82 °F
2023-06-16 09:25:00,82.5 °F
2023-06-16 09:30:00,83 °F
2023-06-16 09:35:00,82.5 °F
2023-06-16 09:40:00,82.5 °F
2023-06-16 09:45:00,82 °F
2023-06-16 09:50:00,82 °F
2023-06-16 09:55:00,81 °F
2023-06-16 10:00:00,80 °F
2023-06-16 10:35:00,79 °F
2023-06-16 11:15:00,80 °F
2023-06-16 11:30:00,79 °F
2023-06-16 11:55:00,78.5 °F
2023-06-16 12:00:00,80 °F
2023-06-16 12:20:00,81 °F
2023-06-16 13:10:00,82 °F
2023-06-16 13:15:00,81 °F
2023-06-16 13:25:00,80 °F
2023-06-16 13:55:00,79.5 °F
2023-06-16 14:00:00,79.5 °F
2023-06-16 14:05:00,81 °F
2023-06-16 14:10:00,80 °F
2023-06-16 14:30:00,79 °F
2023-06-16 15:50:00,80 °F
2023-06-16 16:05:00,81 °F
2023-06-16 16:50:00,81.5 °F
2023-06-16 17:05:00,80 °F
2023-06-16 17:40:00,79 °F
2023-06-16 17:45:00,79.5 °F
2023-06-16 18:35:00,80 °F
2023-06-16 18:45:00,81 °F
2023-06-16 19:30:00,81.5 °F
2023-06-16 19:40:00,80 °F
2023-06-16 20:00:00,79.5 °F
2023-06-16 20:10:00,81 °F
2023-06-16 20:45:00,81.6 °F
2023-06-16 23:20:00,82.5 °F
2023-06-16 23:25:00,81 °F
2023-06-16 23:35:00,80 °F
2023-06-16 23:40:00,81 °F
2023-06-16 23:45:00,82 °F
2023-06-17 01:45:00,82.5 °F
2023-06-17 01:55:00,81 °F
2023-06-17 02:00:00,80 °F
2023-06-17 02:05:00,81 °F
2023-06-17 02:15:00,82 °F
2023-06-17 06:15:00,82.5 °F
2023-06-17 06:20:00,81 °F
2023-06-17 06:25:00,80 °F
2023-06-17 06:30:00,81 °F
2023-06-17 06:35:00,82 °F
2023-06-17 08:00:00,81 °F
2023-06-17 08:05:00,80.3 °F
2023-06-17 08:25:00,79 °F
2023-06-17 08:30:00,80 °F
2023-06-17 08:35:00,81 °F
2023-06-17 09:00:00,81.5 °F
2023-06-17 09:05:00,80 °F
2023-06-17 09:20:00,79.5 °F
2023-06-17 09:30:00,81 °F
2023-06-17 10:10:00,81.5 °F
2023-06-17 10:20:00,80 °F
2023-06-17 10:30:00,79 °F
2023-06-17 10:35:00,80 °F
2023-06-17 10:40:00,81 °F
2023-06-17 11:25:00,81.5 °F
2023-06-17 11:30:00,80.3 °F
2023-06-17 11:40:00,79.5 °F
2023-06-17 11:50:00,81 °F
2023-06-17 12:20:00,81.5 °F
2023-06-17 12:25:00,80 °F
2023-06-17 12:30:00,80.5 °F
2023-06-17 12:45:00,79.5 °F
2023-06-17 12:55:00,81 °F
2023-06-17 13:25:00,81.5 °F
2023-06-17 13:35:00,80 °F
2023-06-17 14:00:00,79.5 °F
2023-06-17 14:10:00,81 °F
2023-06-17 14:35:00,81.5 °F
2023-06-17 14:45:00,80 °F
2023-06-17 15:05:00,79.5 °F
2023-06-17 15:15:00,81 °F
2023-06-17 15:40:00,81.5 °F
2023-06-17 15:50:00,80 °F
2023-06-17 16:20:00,79.5 °F
2023-06-17 16:25:00,81 °F
2023-06-17 16:50:00,81.5 °F
2023-06-17 17:00:00,80 °F
2023-06-17 17:30:00,79.5 °F
2023-06-17 17:35:00,81 °F
2023-06-17 17:55:00,80 °F
2023-06-17 18:20:00,79.3 °F
2023-06-17 19:45:00,80 °F
2023-06-17 20:00:00,80.5 °F
2023-06-17 20:10:00,79.3 °F
2023-06-17 20:15:00,80 °F
2023-06-17 20:25:00,81 °F
2023-06-17 21:20:00,81.7 °F
2023-06-17 23:05:00,82.5 °F
2023-06-17 23:15:00,81 °F
2023-06-17 23:25:00,80.5 °F
2023-06-17 23:35:00,82 °F
2023-06-18 02:50:00,83 °F
2023-06-18 02:55:00,82 °F
2023-06-18 03:00:00,81 °F
2023-06-18 03:05:00,80.5 °F
2023-06-18 03:15:00,82 °F
2023-06-18 08:30:00,82.5 °F
2023-06-18 08:35:00,81 °F
2023-06-18 08:45:00,80.5 °F
2023-06-18 08:55:00,81.5 °F
2023-06-18 09:05:00,80 °F
2023-06-18 09:10:00,79 °F
2023-06-18 09:15:00,80 °F
2023-06-18 09:20:00,81 °F
2023-06-18 09:35:00,81.5 °F
2023-06-18 09:40:00,80 °F
2023-06-18 09:45:00,79.5 °F
2023-06-18 09:50:00,81 °F
2023-06-18 10:10:00,81.5 °F
2023-06-18 10:15:00,80 °F
2023-06-18 10:30:00,79 °F
2023-06-18 10:35:00,80 °F
2023-06-18 10:40:00,81 °F
2023-06-18 11:20:00,82 °F
2023-06-18 11:25:00,81 °F
2023-06-18 11:30:00,80 °F
2023-06-18 11:40:00,79 °F
2023-06-18 11:45:00,80 °F
2023-06-18 11:50:00,81 °F
2023-06-18 12:25:00,81.5 °F
2023-06-18 12:35:00,80 °F
2023-06-18 12:50:00,79.5 °F
2023-06-18 12:55:00,81 °F
2023-06-18 13:35:00,81.5 °F
2023-06-18 13:40:00,80.5 °F
2023-06-18 13:45:00,80.3 °F
2023-06-18 13:55:00,79.5 °F
2023-06-18 14:05:00,81 °F
2023-06-18 14:30:00,81.5 °F
2023-06-18 14:40:00,80 °F
2023-06-18 15:05:00,79.5 °F
2023-06-18 15:10:00,81 °F
2023-06-18 15:35:00,81.5 °F
2023-06-18 15:45:00,80 °F
2023-06-18 16:10:00,79.5 °F
2023-06-18 16:15:00,81 °F
2023-06-18 16:35:00,81.5 °F
2023-06-18 16:45:00,80 °F
2023-06-18 17:30:00,79.3 °F
2023-06-18 17:35:00,80 °F
2023-06-18 17:40:00,81 °F
2023-06-18 18:10:00,80 °F
2023-06-18 18:50:00,79 °F
2023-06-18 18:55:00,80 °F
2023-06-18 19:05:00,81 °F
2023-06-18 19:40:00,82 °F
2023-06-18 21:25:00,82.5 °F
2023-06-18 21:35:00,81 °F
2023-06-18 21:40:00,80.5 °F
2023-06-18 21:45:00,82 °F
2023-06-18 23:10:00,83 °F
2023-06-18 23:15:00,81.5 °F
2023-06-18 23:55:00,80 °F
2023-06-19 00:00:00,81 °F
2023-06-19 00:10:00,82 °F
2023-06-19 01:25:00,82.5 °F
2023-06-19 01:35:00,81 °F
2023-06-19 01:45:00,80 °F
2023-06-19 01:50:00,81 °F
2023-06-19 02:05:00,82 °F
2023-06-19 04:25:00,82.5 °F
2023-06-19 04:35:00,81 °F
2023-06-19 04:45:00,80 °F
2023-06-19 04:50:00,81 °F
2023-06-19 05:10:00,82 °F
2023-06-19 07:10:00,82.5 °F
2023-06-19 07:20:00,81 °F
2023-06-19 07:35:00,80 °F
2023-06-19 07:40:00,81 °F
2023-06-19 07:55:00,81.5 °F
2023-06-19 08:00:00,82 °F
2023-06-19 09:20:00,81 °F
2023-06-19 09:25:00,80 °F
2023-06-19 09:35:00,79 °F
2023-06-19 10:00:00,78.5 °F
2023-06-19 10:05:00,80 °F
2023-06-19 10:15:00,81 °F
2023-06-19 10:20:00,80 °F
2023-06-19 10:25:00,79 °F
2023-06-19 10:40:00,78.5 °F
2023-06-19 10:45:00,80 °F
2023-06-19 11:00:00,79 °F
2023-06-19 11:15:00,80 °F
2023-06-19 11:35:00,79 °F
2023-06-19 11:45:00,78.5 °F
2023-06-19 11:55:00,80 °F
2023-06-19 12:05:00,81 °F
2023-06-19 12:10:00,80 °F
2023-06-19 12:15:00,79 °F
2023-06-19 13:00:00,78.5 °F
2023-06-19 13:10:00,80 °F
2023-06-19 13:30:00,80.5 °F
2023-06-19 13:40:00,79 °F
2023-06-19 14:45:00,78.3 °F
2023-06-19 14:50:00,79 °F
2023-06-19 14:55:00,80 °F
2023-06-19 15:20:00,80.5 °F
2023-06-19 15:35:00,79 °F
2023-06-19 17:35:00,78.3 °F
2023-06-19 17:40:00,79 °F
2023-06-19 17:45:00,80 °F
2023-06-19 18:10:00,81 °F
2023-06-19 19:00:00,81.7 °F
2023-06-19 19:05:00,81.5 °F
2023-06-19 20:25:00,83 °F
2023-06-19 20:30:00,82 °F
2023-06-19 20:35:00,81 °F
2023-06-19 20:50:00,80.5 °F
2023-06-19 21:00:00,82 °F
2023-06-19 21:35:00,82.5 °F
2023-06-19 21:45:00,81 °F
2023-06-19 21:50:00,80 °F
2023-06-19 21:55:00,81 °F
2023-06-19 22:00:00,82 °F
2023-06-19 22:35:00,82.5 °F
2023-06-19 22:40:00,81 °F
2023-06-19 22:50:00,80.5 °F
2023-06-19 23:00:00,82 °F
2023-06-20 00:00:00,82.5 °F
2023-06-20 00:05:00,81 °F
2023-06-20 00:10:00,80 °F
2023-06-20 00:15:00,80.6 °F
2023-06-20 00:20:00,82 °F
2023-06-20 01:45:00,82.5 °F
2023-06-20 01:50:00,81 °F
2023-06-20 01:55:00,80 °F
2023-06-20 02:00:00,80.7 °F
2023-06-20 02:10:00,82 °F
2023-06-20 03:50:00,82.5 °F
2023-06-20 03:55:00,81 °F
2023-06-20 04:00:00,80.5 °F
2023-06-20 04:10:00,82 °F
2023-06-20 06:15:00,82.5 °F
2023-06-20 06:20:00,81 °F
2023-06-20 06:25:00,80 °F
2023-06-20 06:30:00,81 °F
2023-06-20 06:40:00,82 °F
2023-06-20 07:35:00,82.5 °F
2023-06-20 07:40:00,81 °F
2023-06-20 07:45:00,80.5 °F
2023-06-20 07:55:00,82 °F
2023-06-20 09:20:00,82.5 °F
2023-06-20 09:25:00,81 °F
2023-06-20 09:35:00,80 °F
2023-06-20 09:40:00,81 °F
2023-06-20 09:45:00,82 °F
2023-06-20 09:55:00,81 °F
2023-06-20 10:05:00,80 °F
2023-06-20 10:25:00,79 °F
2023-06-20 10:30:00,80 °F
2023-06-20 10:35:00,81 °F
2023-06-20 10:50:00,81.5 °F
2023-06-20 11:00:00,80 °F
2023-06-20 11:25:00,79 °F
2023-06-20 11:30:00,80 °F
2023-06-20 11:35:00,81 °F
2023-06-20 11:55:00,81.5 °F
2023-06-20 12:05:00,80 °F
2023-06-20 12:40:00,79.5 °F
2023-06-20 12:50:00,81 °F
2023-06-20 13:15:00,82 °F
2023-06-20 13:20:00,81 °F
2023-06-20 13:30:00,80 °F
2023-06-20 14:00:00,79.5 °F
2023-06-20 14:10:00,81 °F
2023-06-20 14:35:00,81.5 °F
2023-06-20 14:45:00,80 °F
2023-06-20 15:40:00,79.5 °F
2023-06-20 15:50:00,81 °F
2023-06-20 16:20:00,81.7 °F
2023-06-20 16:25:00,81 °F
2023-06-20 16:50:00,80 °F
2023-06-20 18:15:00,79.5 °F
2023-06-20 18:20:00,81 °F
2023-06-20 18:30:00,80 °F
2023-06-20 18:50:00,79 °F
2023-06-20 20:00:00,78.5 °F
2023-06-20 20:05:00,80 °F
2023-06-20 20:30:00,80.5 °F
2023-06-20 20:40:00,79 °F
2023-06-20 20:45:00,80 °F
2023-06-20 20:55:00,81 °F
2023-06-20 21:45:00,81.7 °F
2023-06-20 21:50:00,81 °F
2023-06-20 21:55:00,81.5 °F
2023-06-20 22:00:00,82 °F
2023-06-20 23:30:00,83 °F
2023-06-21 09:15:00,82 °F
2023-06-21 09:20:00,81 °F
2023-06-21 09:30:00,80.5 °F
2023-06-21 09:35:00,82 °F
2023-06-21 10:25:00,82.5 °F
2023-06-21 10:30:00,81 °F
2023-06-21 10:40:00,80.5 °F
2023-06-21 10:50:00,82 °F
2023-06-21 11:40:00,83 °F
2023-06-21 11:45:00,82 °F
2023-06-21 11:50:00,81 °F
2023-06-21 11:55:00,80.5 °F
2023-06-21 12:05:00,82 °F
2023-06-21 12:40:00,82.5 °F
2023-06-21 12:50:00,81 °F
2023-06-21 13:00:00,80.5 °F
2023-06-21 13:05:00,82 °F
2023-06-21 13:40:00,82.5 °F
2023-06-21 13:50:00,81 °F
2023-06-21 14:10:00,80.5 °F
2023-06-21 14:15:00,82 °F
2023-06-21 14:55:00,82.5 °F
2023-06-21 15:05:00,81 °F
2023-06-21 15:35:00,80.5 °F
2023-06-21 15:45:00,82 °F
2023-06-21 16:20:00,82.5 °F
2023-06-21 16:30:00,81 °F
2023-06-21 17:00:00,80.5 °F
2023-06-21 17:10:00,82 °F
2023-06-21 17:40:00,83 °F
2023-06-21 19:30:00,83.5 °F
2023-06-21 19:35:00,82 °F
2023-06-21 19:45:00,81.5 °F
2023-06-21 19:55:00,83 °F
2023-06-21 20:35:00,83.5 °F
2023-06-21 20:40:00,82 °F
2023-06-21 21:00:00,83 °F
2023-06-21 21:05:00,82 °F
2023-06-21 21:10:00,83 °F
2023-06-21 22:55:00,83.5 °F
2023-06-21 23:00:00,82 °F
2023-06-21 23:05:00,81.5 °F
2023-06-21 23:20:00,82.7 °F
2023-06-21 23:25:00,82.5 °F
2023-06-22 11:45:00,83.5 °F
2023-06-22 11:55:00,82 °F
2023-06-22 12:00:00,81 °F
2023-06-22 12:05:00,82 °F
2023-06-22 12:15:00,83 °F
2023-06-22 12:45:00,82.3 °F
2023-06-22 12:55:00,81.5 °F
2023-06-22 13:05:00,83 °F
2023-06-22 13:15:00,82 °F
2023-06-22 13:20:00,81.5 °F
2023-06-22 13:30:00,83 °F
2023-06-22 14:50:00,83.5 °F
2023-06-22 15:00:00,82 °F
2023-06-22 15:15:00,82.5 °F
2023-06-22 15:30:00,81.3 °F
2023-06-22 16:00:00,80 °F
2023-06-22 16:05:00,81 °F
2023-06-22 16:10:00,82 °F
2023-06-22 16:35:00,82.5 °F
2023-06-22 16:45:00,81 °F
2023-06-22 17:00:00,80.5 °F
2023-06-22 17:10:00,82 °F
2023-06-22 17:30:00,82.5 °F
2023-06-22 17:40:00,81 °F
2023-06-22 18:05:00,80.5 °F
2023-06-22 18:15:00,82 °F
2023-06-22 18:40:00,82.5 °F
2023-06-22 18:50:00,81 °F
2023-06-22 19:00:00,80 °F
2023-06-22 19:05:00,81 °F
2023-06-22 19:10:00,82 °F
2023-06-22 19:40:00,82.5 °F
2023-06-22 19:45:00,81 °F
2023-06-22 20:05:00,80.5 °F
2023-06-22 20:15:00,82 °F
2023-06-22 21:05:00,82.7 °F
2023-06-23 12:15:00,83.5 °F
2023-06-23 12:25:00,82 °F
2023-06-23 12:35:00,81.5 °F
2023-06-23 12:45:00,83 °F
2023-06-23 14:05:00,83.5 °F
2023-06-23 14:10:00,82 °F
2023-06-23 14:25:00,81.5 °F
2023-06-23 14:35:00,83 °F
2023-06-23 15:20:00,84 °F
2023-06-23 15:25:00,83 °F
2023-06-23 15:35:00,82 °F
2023-06-23 15:45:00,81.3 °F
2023-06-23 15:50:00,82 °F
2023-06-23 15:55:00,83 °F
2023-06-23 16:20:00,83.5 °F
2023-06-23 16:30:00,82 °F
2023-06-23 16:50:00,81 °F
2023-06-23 16:55:00,82 °F
2023-06-23 17:00:00,83 °F
2023-06-23 17:35:00,83.5 °F
2023-06-23 17:45:00,82 °F
2023-06-23 18:00:00,81.5 °F
2023-06-23 18:10:00,83 °F
2023-06-23 18:35:00,83.5 °F
2023-06-23 18:45:00,82.3 °F
2023-06-23 18:55:00,81.5 °F
2023-06-23 19:00:00,83 °F
2023-06-23 19:25:00,83.5 °F
2023-06-23 19:30:00,82 °F
2023-06-23 19:40:00,81.5 °F
2023-06-23 19:45:00,81.5 °F
2023-06-23 19:50:00,83 °F
2023-06-23 20:30:00,83.5 °F
2023-06-23 20:35:00,82.3 °F
2023-06-23 20:40:00,81 °F
2023-06-23 20:45:00,81.7 °F
2023-06-23 20:50:00,83 °F
2023-06-23 21:25:00,83.5 °F
2023-06-23 21:30:00,82 °F
2023-06-23 21:40:00,81.5 °F
2023-06-23 21:50:00,83 °F
2023-06-23 22:00:00,82 °F
2023-06-23 22:10:00,81 °F
2023-06-23 22:15:00,80 °F
2023-06-23 22:20:00,81 °F
2023-06-23 22:25:00,82 °F
2023-06-23 22:35:00,82.5 °F
2023-06-23 22:40:00,81 °F
2023-06-23 22:50:00,80.5 °F
2023-06-23 22:55:00,82 °F
2023-06-23 23:20:00,82.5 °F
2023-06-23 23:25:00,81 °F
2023-06-23 23:35:00,80.5 °F
2023-06-23 23:40:00,82 °F
2023-06-24 00:20:00,82.5 °F
2023-06-24 00:25:00,81 °F
2023-06-24 00:30:00,80.5 °F
2023-06-24 00:35:00,82 °F
2023-06-24 01:45:00,82.5 °F
2023-06-24 01:50:00,81 °F
2023-06-24 01:55:00,80.5 °F
2023-06-24 02:05:00,82 °F
2023-06-24 03:25:00,83 °F
2023-06-24 03:30:00,81.5 °F
2023-06-24 03:35:00,80.5 °F
2023-06-24 03:40:00,80.5 °F
2023-06-24 03:45:00,82 °F
2023-06-24 08:05:00,82.5 °F
2023-06-24 08:10:00,81 °F
2023-06-24 08:15:00,80 °F
2023-06-24 08:20:00,81 °F
2023-06-24 08:25:00,82 °F
2023-06-24 10:05:00,82.5 °F
2023-06-24 10:10:00,81 °F
2023-06-24 10:15:00,80.5 °F
2023-06-24 10:25:00,82 °F
2023-06-24 11:20:00,82.5 °F
2023-06-24 11:25:00,81 °F
2023-06-24 11:35:00,80.5 °F
2023-06-24 11:45:00,82 °F
2023-06-24 12:30:00,82.5 °F
2023-06-24 12:35:00,81 °F
2023-06-24 12:40:00,80 °F
2023-06-24 12:45:00,81 °F
2023-06-24 12:50:00,82 °F
2023-06-24 13:30:00,82.5 °F
2023-06-24 13:40:00,81 °F
2023-06-24 13:50:00,80.5 °F
2023-06-24 13:55:00,82 °F
2023-06-24 14:30:00,82.5 °F
2023-06-24 14:40:00,81 °F
2023-06-24 15:00:00,80.5 °F
2023-06-24 15:10:00,82 °F
2023-06-24 15:40:00,83 °F
2023-06-24 15:45:00,82 °F
2023-06-24 15:50:00,81 °F
2023-06-24 16:15:00,80.5 °F
2023-06-24 16:25:00,82 °F
2023-06-24 16:50:00,82.5 °F
2023-06-24 17:00:00,81 °F
2023-06-24 17:20:00,80.5 °F
2023-06-24 17:25:00,82 °F
2023-06-24 17:45:00,82.5 °F
2023-06-24 17:55:00,81 °F
2023-06-24 18:10:00,80.3 °F
2023-06-24 18:15:00,81 °F
2023-06-24 18:20:00,82 °F
2023-06-24 18:35:00,83 °F
2023-06-24 18:40:00,82 °F
2023-06-24 18:45:00,81 °F
2023-06-24 19:05:00,80 °F
2023-06-24 19:10:00,81 °F
2023-06-24 19:15:00,82 °F
2023-06-24 19:40:00,82.5 °F
2023-06-24 19:50:00,81 °F
2023-06-24 20:05:00,80 °F
2023-06-24 20:10:00,81 °F
2023-06-24 20:15:00,82 °F
2023-06-24 20:50:00,83 °F
2023-06-24 20:55:00,81.5 °F
2023-06-24 21:10:00,80.5 °F
2023-06-24 21:20:00,82 °F
2023-06-24 21:50:00,82.5 °F
2023-06-24 21:55:00,81 °F
2023-06-24 22:00:00,80 °F
2023-06-24 22:05:00,81 °F
2023-06-24 22:10:00,82 °F
2023-06-24 22:45:00,82 °F
2023-06-24 22:55:00,80.5 °F
2023-06-24 23:00:00,82 °F
2023-06-24 23:05:00,82 °F
2023-06-24 23:40:00,82.5 °F
2023-06-24 23:45:00,81 °F
2023-06-24 23:50:00,80.5 °F
2023-06-25 00:00:00,82 °F
2023-06-25 00:45:00,82.5 °F
2023-06-25 00:50:00,81 °F
2023-06-25 00:55:00,80 °F
2023-06-25 01:00:00,81 °F
2023-06-25 01:05:00,82 °F
2023-06-25 02:20:00,82.5 °F
